job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
job_000287,Pool,Pool,40646,2026-04,Pool,165,2073,1119,1110,I'm flexible
job_000288,General Contractor,General Contractor,25358,2026-03,General Contractor,1013,8357,4685,4067,Within 1 month
job_000289,Pest Control,General,11511,2026-03,General pest control service,332,2188,1260,1075,As soon as possible
job_000290,Painting,Interior,75311,2026-02,Cabinet refinishing,371,2192,1281,1353,I'm flexible
job_000291,Pest Control,Termites,75199,2026-03,Termite inspection and treatment,282,2095,1188,,As soon as possible
job_000292,Pest Control,General,79245,2026-03,Termite inspection and treatment,333,2003,1168,,Within 1 month
job_000293,Auto,Auto,83780,2026-03,Auto,217,1850,1033,,Within 1-2 weeks
job_000294,Appliance Repair,Appliance Repair,79479,2026-02,Appliance Repair,196,1863,1029,1037,I'm flexible
job_000295,Auto,Auto,83580,2026-01,Auto,216,1926,1071,1234,As soon as possible
job_000296,Moving,Moving,20202,2026-02,Moving,197,1626,911,,I'm flexible
job_000297,Painting,Exterior,88408,2026-04,Trim painting,302,2837,1569,,Within 1 month
job_000298,Landscaping,Landscaping,64466,2026-04,Landscaping,185,1500,842,784,Within 1 month
job_000299,Electrical,Panel Upgrade,48049,2026-01,Install ceiling fan,132,2486,1309,1203,As soon as possible
job_000300,Handyman,Handyman,62650,2026-02,Handyman,60,446,253,255,As soon as possible
job_000301,Pool,Pool,87727,2026-03,Pool,239,1944,1091,938,Within 1-2 weeks
job_000302,Chimney,Chimney,57916,2026-04,Chimney,218,1925,1071,,Within 1-2 weeks
job_000303,Cleaning,Carpet Cleaning,52487,2026-03,Carpet cleaning entire house,84,772,428,473,I'm flexible
job_000304,HVAC,Ductwork,46249,2026-01,Furnace service before winter,249,2945,1597,,As soon as possible
job_000305,Chimney,Chimney,76402,2026-02,Chimney,178,2007,1092,,As soon as possible
job_000306,HVAC,AC Repair,27755,2026-04,AC unit repair and maintenance,222,2764,1493,1200,Within 1-2 weeks
job_000307,Exterior,Exterior,36227,2026-01,Exterior,506,3524,2015,,Within 1 month
job_000308,Chimney,Chimney,62749,2026-01,Chimney,198,1786,992,943,Within 1 month
job_000309,Auto,Auto,30178,2026-01,Auto,220,1939,1079,,Within 1-2 weeks
job_000310,General Contractor,General Contractor,70188,2026-01,General Contractor,1016,12488,6752,,I'm flexible
job_000311,Plumbing,Fixture Installation,94392,2026-02,Replace kitchen sink shutoff valve (you supply valve),94,1638,866,723,Within 1 month
job_000312,Handyman,Handyman,23397,2026-02,Handyman,84,555,319,338,Within 1 month
job_000313,Roofing,Roofing,16726,2026-01,Roofing,165,1604,884,881,I'm flexible
job_000314,Pool,Pool,18624,2026-04,Pool,239,1868,1053,1022,Within 1-2 weeks
job_000315,General Contractor,General Contractor,46577,2026-02,General Contractor,844,7665,4254,4036,I'm flexible
job_000316,HVAC,Thermostat,55817,2026-04,Furnace service before winter,179,3735,1957,2105,Within 1 month
job_000317,Appliance Repair,Appliance Repair,20829,2026-04,Appliance Repair,233,2363,1298,1183,I'm flexible
job_000318,Plumbing,Leak Repair,18859,2026-01,Fix leaking bathroom faucet,97,1598,847,,As soon as possible
job_000319,Moving,Moving,34609,2026-03,Moving,246,2346,1296,1186,As soon as possible
job_000320,Cleaning,Window Washing,53891,2026-04,Carpet cleaning entire house,90,1064,577,638,Within 1-2 weeks
job_000321,General Contractor,General Contractor,50035,2026-02,General Contractor,839,7880,4359,3554,Within 1 month
job_000322,Remodeling,Remodeling,37906,2026-02,Remodeling,172,2038,1105,,As soon as possible
job_000323,Painting,Exterior,93404,2026-03,Paint interior bedroom walls,240,2757,1498,1678,I'm flexible
job_000324,Moving,Moving,85548,2026-01,Moving,229,2222,1225,1370,Within 1-2 weeks
job_000325,Flooring,Flooring,45412,2026-02,Flooring,207,2422,1314,1267,As soon as possible
job_000326,Plumbing,Drain Cleaning,72655,2026-04,Fix leaking bathroom faucet,121,1473,797,,I'm flexible
job_000327,Pest Control,General,62856,2026-02,General pest control service,272,2482,1377,1636,Within 1-2 weeks
job_000328,Roofing,Roofing,68944,2026-04,Roofing,185,1781,983,1147,Within 1 month
job_000329,Exterior,Exterior,36654,2026-04,Exterior,615,2402,1508,1545,Within 1 month
job_000330,General Contractor,General Contractor,31748,2026-02,General Contractor,787,9119,4953,4358,Within 1-2 weeks
job_000331,Painting,Exterior,91474,2026-01,Cabinet refinishing,355,2298,1326,,I'm flexible
job_000332,Exterior,Exterior,26217,2026-03,Exterior,609,3688,2148,2574,As soon as possible
job_000333,HVAC,Furnace Maintenance,20215,2026-01,AC unit repair and maintenance,150,2802,1476,,Within 1 month
job_000334,Appliance Repair,Appliance Repair,27810,2026-03,Appliance Repair,242,2281,1261,1429,Within 1-2 weeks
job_000335,Auto,Auto,87992,2026-03,Auto,152,1845,998,,Within 1 month
job_000336,Electrical,Outlet Installation,33784,2026-04,Repair faulty electrical panel,187,1866,1026,1119,Within 1 month
job_000337,Plumbing,Fixture Installation,91517,2026-02,Fix leaking bathroom faucet,107,1560,833,766,Within 1-2 weeks
job_000338,Electrical,Lighting,44410,2026-02,Install new outlets in kitchen,127,2195,1161,1384,Within 1 month
job_000339,Painting,Interior,48533,2026-03,Paint interior bedroom walls,326,2586,1456,1441,Within 1-2 weeks
job_000340,Pool,Pool,29862,2026-02,Pool,194,2251,1222,1131,Within 1 month
job_000341,Moving,Moving,88869,2026-01,Moving,203,1631,917,,Within 1-2 weeks
job_000342,Chimney,Chimney,22222,2026-04,Chimney,150,2033,1091,,Within 1 month
job_000343,Electrical,Panel Upgrade,91140,2026-03,Install ceiling fan,184,1976,1080,1214,As soon as possible
job_000344,Remodeling,Remodeling,28958,2026-02,Remodeling,240,2164,1202,987,I'm flexible
job_000345,Appliance Repair,Appliance Repair,22721,2026-04,Appliance Repair,153,1754,953,870,Within 1-2 weeks
job_000346,Painting,Interior,48049,2026-03,Exterior house painting,311,2738,1524,,I'm flexible
job_000347,Moving,Moving,78636,2026-02,Moving,203,1923,1063,1148,Within 1-2 weeks
job_000348,Appliance Repair,Appliance Repair,26909,2026-01,Appliance Repair,226,1652,939,1059,Within 1 month
job_000349,Flooring,Flooring,99039,2026-04,Flooring,195,2162,1178,,I'm flexible
job_000350,Handyman,Handyman,81352,2026-04,Handyman,81,448,264,264,Within 1-2 weeks
job_000351,Auto,Auto,63360,2026-01,Auto,232,2445,1338,1342,As soon as possible
job_000352,Cleaning,Carpet Cleaning,32308,2026-03,Carpet cleaning entire house,109,962,535,507,Within 1-2 weeks
job_000353,Electrical,Outlet Installation,83045,2026-03,Install new outlets in kitchen,136,2310,1223,,As soon as possible
job_000354,Landscaping,Landscaping,72398,2026-04,Landscaping,170,1264,717,,Within 1 month
job_000355,Handyman,Handyman,42139,2026-01,Handyman,74,518,296,352,As soon as possible
job_000356,Painting,Interior,45412,2026-01,Exterior house painting,245,2086,1165,1033,Within 1-2 weeks
job_000357,General Contractor,General Contractor,44410,2026-04,General Contractor,909,9526,5217,6187,I'm flexible
job_000358,Roofing,Roofing,84072,2026-01,Roofing,160,1872,1016,1210,I'm flexible
job_000359,Remodeling,Remodeling,87077,2026-03,Remodeling,163,2251,1207,1386,Within 1-2 weeks
job_000360,General Contractor,General Contractor,10704,2026-02,General Contractor,1048,8945,4996,,I'm flexible
job_000361,General Contractor,General Contractor,76813,2026-01,General Contractor,1071,8684,4877,4294,Within 1-2 weeks
job_000362,Pool,Pool,28083,2026-04,Pool,237,1833,1035,,Within 1 month
job_000363,Exterior,Exterior,34565,2026-01,Exterior,441,2946,1693,,Within 1-2 weeks
job_000364,Pool,Pool,77985,2026-01,Pool,188,2053,1120,1237,I'm flexible
job_000365,Auto,Auto,61104,2026-02,Auto,163,2140,1151,1237,I'm flexible
job_000366,Pest Control,Rodents,97783,2026-04,General pest control service,347,2057,1202,1392,I'm flexible
job_000367,General Contractor,General Contractor,71776,2026-02,General Contractor,826,10809,5817,5827,I'm flexible
job_000368,Remodeling,Remodeling,46773,2026-04,Remodeling,155,2229,1192,,Within 1 month
job_000369,Electrical,Panel Upgrade,14979,2026-01,Repair faulty electrical panel,135,2238,1186,,As soon as possible
job_000370,Auto,Auto,22903,2026-01,Auto,212,1564,888,,I'm flexible
job_000371,Landscaping,Landscaping,41940,2026-02,Landscaping,244,1657,950,818,Within 1 month
job_000372,Landscaping,Landscaping,44604,2026-04,Landscaping,170,1171,670,591,Within 1-2 weeks
job_000373,Moving,Moving,69081,2026-03,Moving,241,1679,960,1116,Within 1-2 weeks
job_000374,HVAC,Ductwork,61378,2026-01,Furnace service before winter,242,3746,1994,,As soon as possible
job_000375,Appliance Repair,Appliance Repair,95770,2026-04,Appliance Repair,174,2162,1168,954,I'm flexible
job_000376,Auto,Auto,85705,2026-04,Auto,236,1669,952,817,I'm flexible
job_000377,Moving,Moving,58032,2026-04,Moving,206,2253,1229,1141,I'm flexible
job_000378,Chimney,Chimney,54406,2026-02,Chimney,243,2355,1299,1453,Within 1-2 weeks
job_000379,Roofing,Roofing,49228,2026-02,Roofing,198,1775,986,,As soon as possible
job_000380,Landscaping,Landscaping,99903,2026-01,Landscaping,155,1323,739,712,Within 1-2 weeks
job_000381,Painting,Cabinet,22175,2026-04,Trim painting,249,2762,1505,,As soon as possible
job_000382,Chimney,Chimney,35001,2026-02,Chimney,204,1938,1071,1147,I'm flexible
job_000383,Pool,Pool,35547,2026-02,Pool,163,1798,980,993,I'm flexible
job_000384,Painting,Cabinet,55941,2026-01,Trim painting,234,2474,1354,1437,Within 1-2 weeks
job_000385,Moving,Moving,38573,2026-01,Moving,230,2032,1131,1193,Within 1-2 weeks
job_000386,Pool,Pool,88825,2026-01,Pool,185,2461,1323,1231,As soon as possible
job_000387,Pest Control,General,62348,2026-03,Rodent control and sealing,371,1522,946,802,As soon as possible
job_000388,Electrical,Lighting,88663,2026-02,Install new outlets in kitchen,160,2037,1098,,I'm flexible
job_000389,Pool,Pool,65697,2026-04,Pool,226,2044,1135,972,Within 1-2 weeks
job_000390,Pest Control,Bed Bugs,26792,2026-02,Rodent control and sealing,308,1717,1012,836,As soon as possible
job_000391,Pool,Pool,62650,2026-03,Pool,216,2013,1114,1028,As soon as possible
job_000392,Auto,Auto,98834,2026-04,Auto,171,1984,1077,,Within 1-2 weeks
job_000393,Plumbing,Water Heater Replacement,10773,2026-03,Install new water heater,78,1427,752,,Within 1 month
job_000394,Flooring,Flooring,60595,2026-02,Flooring,206,2387,1296,1222,As soon as possible
job_000395,HVAC,AC Repair,43065,2026-01,Install new thermostat,203,3564,1883,2126,Within 1 month
job_000396,Handyman,Handyman,24851,2026-02,Handyman,85,442,263,287,Within 1-2 weeks
job_000397,General Contractor,General Contractor,92991,2026-03,General Contractor,908,10280,5594,,Within 1 month
job_000398,Handyman,Handyman,42962,2026-04,Handyman,66,588,327,292,I'm flexible
job_000399,Landscaping,Landscaping,55941,2026-01,Landscaping,200,1575,887,906,Within 1 month
job_000400,Remodeling,Remodeling,80425,2026-02,Remodeling,223,2070,1146,1164,I'm flexible
job_000401,Moving,Moving,98968,2026-04,Moving,212,1848,1030,,As soon as possible
job_000402,Painting,Interior,83366,2026-04,Trim painting,325,2865,1595,1828,As soon as possible
job_000403,Auto,Auto,75835,2026-04,Auto,238,1969,1103,1169,I'm flexible
job_000404,Appliance Repair,Appliance Repair,92110,2026-02,Appliance Repair,170,2487,1328,1200,Within 1-2 weeks
job_000405,Remodeling,Remodeling,50485,2026-01,Remodeling,217,2417,1317,,Within 1 month
job_000406,Chimney,Chimney,56273,2026-03,Chimney,242,1888,1065,,As soon as possible
job_000407,Landscaping,Landscaping,22087,2026-01,Landscaping,170,1515,842,,As soon as possible
job_000408,Cleaning,Window Washing,76813,2026-01,Carpet cleaning entire house,96,1223,659,,Within 1-2 weeks
job_000409,Electrical,Lighting,91508,2026-04,Install new outlets in kitchen,150,1710,930,787,Within 1 month
job_000410,Remodeling,Remodeling,58032,2026-01,Remodeling,215,2483,1349,,Within 1 month
job_000411,Electrical,Wiring,81489,2026-01,Replace light switches,125,1581,853,,As soon as possible
job_000412,Plumbing,Fixture Installation,12238,2026-02,Clear clogged drain,82,1369,725,,Within 1-2 weeks
job_000413,Flooring,Flooring,28958,2026-02,Flooring,160,1878,1019,,As soon as possible
job_000414,Auto,Auto,45012,2026-03,Auto,236,1645,940,,Within 1 month
job_000415,Pool,Pool,93819,2026-01,Pool,169,1984,1076,,I'm flexible
job_000416,Chimney,Chimney,88554,2026-03,Chimney,178,2328,1253,,Within 1-2 weeks
job_000417,Pool,Pool,76371,2026-04,Pool,173,2101,1137,,I'm flexible
job_000418,Roofing,Roofing,35547,2026-03,Roofing,219,1589,904,,As soon as possible
job_000419,Appliance Repair,Appliance Repair,10298,2026-02,Appliance Repair,242,1802,1022,,As soon as possible
job_000420,Flooring,Flooring,66560,2026-03,Flooring,162,1630,896,,Within 1-2 weeks
job_000421,Flooring,Flooring,20215,2026-02,Flooring,187,1908,1047,,Within 1 month
job_000422,General Contractor,General Contractor,79245,2026-01,General Contractor,1223,9795,5509,,As soon as possible
job_000423,Pool,Pool,82128,2026-04,Pool,172,2147,1159,,Within 1 month
job_000424,Landscaping,Landscaping,51561,2026-01,Landscaping,166,1166,666,,I'm flexible
job_000425,Handyman,Handyman,71704,2026-02,Handyman,83,495,289,,Within 1-2 weeks
job_000426,Auto,Auto,17321,2026-01,Auto,170,1555,862,,As soon as possible
job_000427,Painting,Interior,64807,2026-04,Paint interior bedroom walls,316,2120,1218,,Within 1 month
job_000428,Electrical,Panel Upgrade,74174,2026-02,Replace light switches,153,2347,1250,,Within 1 month
job_000429,Auto,Auto,82440,2026-03,Auto,164,1601,882,,Within 1-2 weeks
job_000430,Appliance Repair,Appliance Repair,95663,2026-04,Appliance Repair,177,2152,1164,,I'm flexible
job_000431,Handyman,Handyman,95663,2026-02,Handyman,66,538,302,,Within 1 month
job_000432,HVAC,Thermostat,24467,2026-03,Install new thermostat,224,2487,1355,,I'm flexible
job_000433,Remodeling,Remodeling,11037,2026-04,Remodeling,233,1949,1091,,I'm flexible
job_000434,Chimney,Chimney,59204,2026-02,Chimney,213,2086,1149,,Within 1 month
job_000435,Remodeling,Remodeling,16692,2026-03,Remodeling,248,2046,1147,,Within 1 month
job_000436,General Contractor,General Contractor,91573,2026-01,General Contractor,1133,10242,5687,,As soon as possible
job_000437,General Contractor,General Contractor,35002,2026-04,General Contractor,1206,10025,5615,,I'm flexible
job_000438,Appliance Repair,Appliance Repair,26222,2026-01,Appliance Repair,245,1848,1046,,As soon as possible
job_000439,Flooring,Flooring,60484,2026-01,Flooring,179,2333,1256,,Within 1-2 weeks
job_000440,Chimney,Chimney,24962,2026-03,Chimney,183,2492,1337,,As soon as possible
job_000441,Exterior,Exterior,93871,2026-03,Exterior,454,3469,1961,,I'm flexible
job_000442,General Contractor,General Contractor,72577,2026-04,General Contractor,881,11463,6172,,As soon as possible
job_000443,Chimney,Chimney,17490,2026-02,Chimney,158,1841,999,,As soon as possible
job_000444,Chimney,Chimney,22643,2026-02,Chimney,200,2401,1300,,Within 1-2 weeks
job_000445,Landscaping,Landscaping,72398,2026-01,Landscaping,163,1733,948,,Within 1 month
job_000446,Painting,Cabinet,37309,2026-01,Trim painting,360,2253,1306,,As soon as possible
job_000447,General Contractor,General Contractor,51107,2026-01,General Contractor,864,9414,5139,,Within 1-2 weeks
job_000448,Plumbing,Drain Cleaning,69428,2026-01,Replace kitchen sink shutoff valve (you supply valve),124,1456,790,,Within 1 month
job_000449,Pest Control,General,79074,2026-02,"Bed bug heat treatment, 2BR apartment",338,1826,1082,,Within 1-2 weeks
job_000450,Appliance Repair,Appliance Repair,77016,2026-01,Appliance Repair,180,2373,1276,,I'm flexible
job_000451,Handyman,Handyman,62650,2026-01,Handyman,92,479,285,,Within 1 month
job_000452,Chimney,Chimney,74875,2026-01,Chimney,248,1833,1040,,Within 1-2 weeks
job_000453,Cleaning,Carpet Cleaning,10947,2026-04,Carpet cleaning entire house,119,774,446,,I'm flexible
job_000454,Cleaning,Window Washing,28958,2026-02,"Exterior window wash, 2-story, 20 windows",96,899,497,,I'm flexible
job_000455,Painting,Cabinet,51561,2026-02,Trim painting,281,2437,1359,,Within 1 month
job_000456,Pool,Pool,79473,2026-02,Pool,228,1724,976,,As soon as possible
job_000457,Plumbing,Drain Cleaning,24727,2026-02,Clear clogged drain,105,1749,927,,I'm flexible
job_000458,Remodeling,Remodeling,65478,2026-03,Remodeling,239,1748,993,,Within 1 month
job_000459,Appliance Repair,Appliance Repair,54317,2026-02,Appliance Repair,205,1944,1074,,As soon as possible
job_000460,Landscaping,Landscaping,25675,2026-03,Landscaping,159,1723,941,,As soon as possible
job_000461,Auto,Auto,16726,2026-01,Auto,170,1870,1020,,Within 1 month
job_000462,Exterior,Exterior,93914,2026-03,Exterior,534,3090,1812,,Within 1-2 weeks
job_000463,Moving,Moving,47653,2026-03,Moving,213,2071,1142,,Within 1-2 weeks
job_000464,Pest Control,Bed Bugs,22175,2026-03,Termite inspection and treatment,318,1578,948,,Within 1-2 weeks
job_000465,Electrical,Outlet Installation,76868,2026-04,Install ceiling fan,116,1948,1032,,As soon as possible
job_000466,HVAC,Ductwork,12007,2026-02,Install new thermostat,199,2285,1242,,Within 1 month
job_000467,Remodeling,Remodeling,23169,2026-02,Remodeling,169,1941,1055,,Within 1 month
job_000468,General Contractor,General Contractor,10232,2026-02,General Contractor,1147,8035,4591,,Within 1 month
job_000469,Flooring,Flooring,14773,2026-03,Flooring,219,1776,997,,As soon as possible
job_000470,Landscaping,Landscaping,34933,2026-02,Landscaping,239,1160,699,,I'm flexible
job_000471,Appliance Repair,Appliance Repair,18476,2026-02,Appliance Repair,182,1941,1061,,As soon as possible
job_000472,Chimney,Chimney,88408,2026-03,Chimney,185,2359,1272,,Within 1 month
job_000473,Pest Control,Rodents,62036,2026-01,General pest control service,273,1965,1119,,As soon as possible
job_000474,Pest Control,Rodents,19248,2026-03,Rodent control and sealing,365,1951,1158,,Within 1-2 weeks
job_000475,Moving,Moving,90777,2026-02,Moving,215,2171,1193,,Within 1-2 weeks
job_000476,Chimney,Chimney,54841,2026-04,Chimney,222,1979,1100,,As soon as possible
job_000477,Pest Control,General,54840,2026-02,"Bed bug heat treatment, 2BR apartment",323,2191,1257,,As soon as possible
job_000478,Electrical,Lighting,93341,2026-02,Install new outlets in kitchen,154,2448,1301,,Within 1 month
job_000479,Pest Control,Bed Bugs,20829,2026-02,General pest control service,323,1598,960,,I'm flexible
job_000480,Electrical,Wiring,29409,2026-02,Install new outlets in kitchen,182,1979,1080,,As soon as possible
job_000481,Painting,Cabinet,93871,2026-01,Cabinet refinishing,313,2146,1229,,I'm flexible
job_000482,Electrical,Outlet Installation,34482,2026-01,Replace light switches,179,2320,1249,,As soon as possible
job_000483,Appliance Repair,Appliance Repair,74305,2026-02,Appliance Repair,178,1561,869,,Within 1-2 weeks
job_000484,Cleaning,Carpet Cleaning,65514,2026-04,Window washing service,81,1247,664,,As soon as possible
job_000485,Auto,Auto,82658,2026-03,Auto,245,2136,1190,,Within 1 month
job_000486,Painting,Exterior,57840,2026-03,Cabinet refinishing,240,2065,1152,,Within 1-2 weeks
job_000487,HVAC,AC Repair,66789,2026-01,Clean ductwork,208,2374,1291,,Within 1-2 weeks
job_000488,Pool,Pool,57916,2026-02,Pool,174,2245,1209,,I'm flexible
job_000489,Chimney,Chimney,25798,2026-02,Chimney,161,1727,944,,Within 1 month
job_000490,Pest Control,Rodents,52372,2026-02,Rodent control and sealing,373,2081,1227,,Within 1-2 weeks
job_000491,Pest Control,Termites,75507,2026-04,"Bed bug heat treatment, 2BR apartment",243,2467,1355,,I'm flexible
job_000492,Remodeling,Remodeling,18341,2026-01,Remodeling,240,2338,1289,,Within 1 month
job_000493,Pool,Pool,13645,2026-02,Pool,239,1965,1102,,I'm flexible
job_000494,Plumbing,Leak Repair,43985,2026-04,Replace kitchen sink shutoff valve (you supply valve),76,1247,661,,As soon as possible
job_000495,Moving,Moving,35002,2026-04,Moving,183,1645,914,,I'm flexible
job_000496,General Contractor,General Contractor,37954,2026-01,General Contractor,1128,7951,4539,,As soon as possible
job_000497,Pool,Pool,23654,2026-02,Pool,152,2369,1260,,As soon as possible
job_000498,General Contractor,General Contractor,28951,2026-03,General Contractor,1129,10336,5732,,As soon as possible
job_000499,Landscaping,Landscaping,90112,2026-04,Landscaping,169,1804,986,,Within 1 month
job_000500,Moving,Moving,72252,2026-02,Moving,245,1842,1043,,I'm flexible
job_000501,Pool,Pool,87673,2026-03,Pool,181,1898,1039,,As soon as possible
job_000502,Flooring,Flooring,82551,2026-03,Flooring,208,2369,1288,,I'm flexible
job_000503,Pest Control,General,97219,2026-03,Rodent control and sealing,269,1744,1006,,I'm flexible
job_000504,General Contractor,General Contractor,91570,2026-02,General Contractor,1238,8950,5094,,Within 1-2 weeks
job_000505,Pest Control,Bed Bugs,27765,2026-04,General pest control service,287,1564,925,,As soon as possible
job_000506,Plumbing,Water Heater Replacement,14708,2026-03,Fix leaking bathroom faucet,99,1394,746,,Within 1-2 weeks
job_000507,Landscaping,Landscaping,64807,2026-02,Landscaping,161,1819,990,,Within 1 month
job_000508,Exterior,Exterior,82583,2026-01,Exterior,482,3124,1803,,Within 1 month
job_000509,Remodeling,Remodeling,36654,2026-01,Remodeling,166,2454,1310,,Within 1-2 weeks
job_000510,Painting,Cabinet,43046,2026-02,Trim painting,257,3098,1677,,As soon as possible
job_000511,Landscaping,Landscaping,45206,2026-04,Landscaping,190,1624,907,,As soon as possible
job_000512,Auto,Auto,83780,2026-01,Auto,196,1533,864,,I'm flexible
job_000513,Electrical,Outlet Installation,70136,2026-03,Install ceiling fan,167,1592,879,,Within 1-2 weeks
job_000514,Cleaning,Carpet Cleaning,66481,2026-02,Carpet cleaning entire house,109,1048,578,,As soon as possible
job_000515,Flooring,Flooring,95127,2026-02,Flooring,219,1742,980,,Within 1-2 weeks
job_000516,Moving,Moving,82583,2026-02,Moving,233,1655,944,,As soon as possible
job_000517,Flooring,Flooring,91573,2026-02,Flooring,206,2061,1133,,Within 1-2 weeks
job_000518,Plumbing,Fixture Installation,86503,2026-04,Clear clogged drain,84,1285,684,,Within 1-2 weeks
job_000519,Flooring,Flooring,98187,2026-03,Flooring,164,2128,1146,,Within 1 month
job_000520,Flooring,Flooring,54114,2026-02,Flooring,213,2318,1265,,Within 1-2 weeks
job_000521,Appliance Repair,Appliance Repair,30178,2026-04,Appliance Repair,231,2196,1213,,Within 1 month
job_000522,Plumbing,Fixture Installation,90096,2026-03,Install new water heater,75,1141,608,,I'm flexible
job_000523,Roofing,Roofing,80674,2026-02,Roofing,242,2349,1295,,As soon as possible
job_000524,Remodeling,Remodeling,27772,2026-03,Remodeling,166,2388,1277,,I'm flexible
job_000525,Roofing,Roofing,84649,2026-03,Roofing,193,1972,1082,,Within 1 month
job_000526,Roofing,Roofing,84796,2026-04,Roofing,224,2058,1141,,Within 1 month
job_000527,Exterior,Exterior,83688,2026-04,Exterior,620,3182,1901,,As soon as possible
job_000528,Appliance Repair,Appliance Repair,33071,2026-04,Appliance Repair,152,1778,965,,I'm flexible
job_000529,Pest Control,Termites,71616,2026-02,Termite inspection and treatment,250,1990,1120,,Within 1 month
job_000530,Cleaning,Window Washing,77985,2026-03,Window washing service,86,1091,588,,Within 1 month
job_000531,Chimney,Chimney,84872,2026-02,Chimney,245,1545,895,,As soon as possible
job_000532,Exterior,Exterior,80165,2026-03,Exterior,456,3078,1767,,As soon as possible
job_000533,Moving,Moving,76152,2026-03,Moving,179,1829,1004,,As soon as possible
job_000534,Remodeling,Remodeling,14490,2026-03,Remodeling,163,2268,1215,,As soon as possible
job_000535,Roofing,Roofing,72577,2026-03,Roofing,185,1845,1015,,I'm flexible
job_000536,Appliance Repair,Appliance Repair,49799,2026-01,Appliance Repair,184,2168,1176,,I'm flexible
job_000537,Handyman,Handyman,84036,2026-04,Handyman,74,377,225,,Within 1-2 weeks
job_000538,Remodeling,Remodeling,65472,2026-02,Remodeling,188,2188,1188,,Within 1-2 weeks
job_000539,Pest Control,Rodents,45296,2026-02,Termite inspection and treatment,257,1559,908,,Within 1 month
job_000540,Electrical,Lighting,84437,2026-03,Repair faulty electrical panel,143,2211,1177,,Within 1-2 weeks
job_000541,HVAC,Thermostat,28801,2026-03,Clean ductwork,178,3682,1930,,Within 1 month
job_000542,Landscaping,Landscaping,30528,2026-03,Landscaping,206,1751,978,,Within 1 month
job_000543,Cleaning,Carpet Cleaning,73862,2026-02,"Exterior window wash, 2-story, 20 windows",114,1015,564,,Within 1 month
job_000544,Moving,Moving,36227,2026-03,Moving,194,2343,1268,,As soon as possible
job_000545,Handyman,Handyman,62856,2026-04,Handyman,93,591,342,,Within 1-2 weeks
job_000546,Remodeling,Remodeling,79507,2026-04,Remodeling,186,1984,1085,,As soon as possible
job_000547,Exterior,Exterior,44066,2026-03,Exterior,478,2884,1681,,Within 1 month
job_000548,Plumbing,Fixture Installation,42749,2026-03,Install new water heater,84,1533,808,,Within 1-2 weeks
job_000549,HVAC,Thermostat,88335,2026-03,AC unit repair and maintenance,181,3678,1929,,As soon as possible
job_000550,Plumbing,Leak Repair,94576,2026-01,Install new water heater,96,1299,697,,Within 1-2 weeks
job_000551,Pest Control,Rodents,90032,2026-04,Termite inspection and treatment,291,1734,1012,,As soon as possible
job_000552,Plumbing,Fixture Installation,51528,2026-04,Install new water heater,122,1799,960,,I'm flexible
job_000553,Cleaning,General Cleaning,76186,2026-02,Carpet cleaning entire house,86,851,468,,I'm flexible
job_000554,HVAC,Furnace Maintenance,77220,2026-02,Clean ductwork,238,2339,1288,,I'm flexible
job_000555,Plumbing,Fixture Installation,28589,2026-03,Install new water heater,113,1498,805,,Within 1 month
job_000556,Pool,Pool,33723,2026-01,Pool,204,2259,1231,,Within 1 month
job_000557,Chimney,Chimney,78993,2026-03,Chimney,194,2415,1304,,I'm flexible
job_000558,Handyman,Handyman,83366,2026-01,Handyman,69,573,321,,Within 1-2 weeks
job_000559,Electrical,Wiring,60047,2026-03,Install ceiling fan,180,1672,926,,Within 1 month
job_000560,Pest Control,Rodents,81659,2026-03,"Bed bug heat treatment, 2BR apartment",361,2253,1307,,As soon as possible
job_000561,Moving,Moving,16941,2026-01,Moving,246,1894,1070,,Within 1 month
job_000562,General Contractor,General Contractor,47929,2026-03,General Contractor,855,11542,6198,,As soon as possible
job_000563,Moving,Moving,35839,2026-01,Moving,211,1624,917,,As soon as possible
job_000564,General Contractor,General Contractor,71687,2026-03,General Contractor,1195,9312,5253,,As soon as possible
job_000565,Exterior,Exterior,10298,2026-02,Exterior,472,2916,1694,,Within 1-2 weeks
job_000566,Handyman,Handyman,67176,2026-02,Handyman,82,523,302,,As soon as possible
job_000567,Electrical,Lighting,76813,2026-02,Install new outlets in kitchen,166,2049,1107,,As soon as possible
job_000568,Cleaning,General Cleaning,42419,2026-01,Carpet cleaning entire house,95,1080,587,,Within 1-2 weeks
job_000569,Pest Control,Bed Bugs,25675,2026-04,General pest control service,331,2330,1330,,As soon as possible
job_000570,HVAC,Ductwork,39333,2026-04,Furnace service before winter,152,2505,1328,,I'm flexible
job_000571,Flooring,Flooring,16921,2026-02,Flooring,166,1948,1057,,As soon as possible
job_000572,General Contractor,General Contractor,82274,2026-03,General Contractor,1193,8362,4777,,I'm flexible
job_000573,HVAC,AC Repair,22003,2026-04,Install new thermostat,209,3433,1821,,Within 1-2 weeks
job_000574,Handyman,Handyman,86692,2026-01,Handyman,56,436,246,,Within 1-2 weeks
job_000575,HVAC,Furnace Maintenance,32308,2026-02,Furnace service before winter,180,2679,1429,,Within 1-2 weeks
