job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline,complexity,scope_size,urgency,cat_Auto,cat_Chimney,cat_Cleaning,cat_Electrical,cat_Exterior,cat_Flooring,cat_General Contractor,cat_HVAC,cat_Handyman,cat_Landscaping,cat_Moving,cat_Painting,cat_Pest Control,cat_Plumbing,cat_Pool,cat_Remodeling,cat_Roofing,deadline_I'm flexible,deadline_Within 1 month,deadline_Within 1-2 weeks,booking_month_numeric,interval_width,interval_width_ratio,cat_is_prod,price_is_high,interval_is_wide,price_ratio
job_000149,Roofing,Roofing,76152,2026-04,Roofing,250,1759,1004,1153.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4,1509,6.035999975856,0,0,0,0.8707718986376652
job_000151,Exterior,Exterior,81095,2026-02,Exterior,445,2992,1718,1756.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2547,5.723595492755965,1,0,0,0.9783599083266743
job_000152,Pool,Pool,78412,2026-01,Pool,221,2132,1176,1052.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1911,8.647058784402448,0,0,0,1.1178707213708452
job_000154,Handyman,Handyman,53282,2026-04,Handyman,56,424,240,284.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4,368,6.5714284540816355,1,0,0,0.8450704195596112
job_000157,Handyman,Handyman,79507,2026-04,Handyman,68,572,320,269.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4,504,7.411764596885815,1,0,0,1.189591073644643
job_000159,Roofing,Roofing,84150,2026-03,Roofing,216,1529,872,808.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,1313,6.078703675561557,0,0,0,1.079207919456426
job_000161,Remodeling,Remodeling,76849,2026-02,Remodeling,150,1922,1036,1016.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,1772,11.81333325457778,0,0,0,1.0196850383664517
job_000162,Auto,Auto,95906,2026-03,Auto,245,2359,1302,1263.0,Within 1-2 weeks,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,2114,8.62857139335277,0,0,0,1.0308788590412676
job_000163,Flooring,Flooring,81915,2026-04,Flooring,242,2151,1196,1330.0,I'm flexible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1909,7.888429719469299,0,0,0,0.8992481196246254
job_000165,Pest Control,General,90112,2026-03,Termite inspection and treatment,334,2482,1408,1647.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,2148,6.431137705295995,0,0,0,0.8548876740407482
job_000166,Roofing,Roofing,47929,2026-01,Roofing,173,2376,1274,1324.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,2203,12.734103972635237,0,0,0,0.9622356488200636
job_000167,Painting,Cabinet,13256,2026-02,Trim painting,280,2646,1463,1508.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,2366,8.449999969821429,0,0,0,0.9701591505502922
job_000168,Landscaping,Landscaping,76373,2026-02,Landscaping,205,1860,1032,1099.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,1655,8.073170692325997,1,0,0,0.9390354859517419
job_000169,HVAC,Thermostat,30129,2026-02,Install new thermostat,234,2770,1502,1247.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2536,10.837606791292279,1,0,0,1.2044907769009696
job_000171,General Contractor,General Contractor,95695,2026-04,General Contractor,922,8656,4789,5292.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4,7734,8.388286324958475,0,0,1,0.9049508690655799
job_000172,Plumbing,Leak Repair,23271,2026-03,Fix leaking bathroom faucet,81,1210,645,768.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1129,13.938271432860846,1,0,0,0.8398437489064534
job_000173,Appliance Repair,Appliance Repair,33227,2026-01,Appliance Repair,158,2062,1110,894.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1904,12.050632835122578,0,0,0,1.2416107368662073
job_000174,Appliance Repair,Appliance Repair,60154,2026-01,Appliance Repair,156,1686,921,1019.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1530,9.807692244822485,0,0,0,0.9038272807617004
job_000175,HVAC,Thermostat,22003,2026-01,Clean ductwork,172,2742,1457,1403.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1,2570,14.941860378244998,1,0,0,1.038488951504997
job_000178,Handyman,Handyman,97783,2026-01,Handyman,73,610,341,362.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1,537,7.35616428279227,1,0,0,0.9419889476740637
job_000179,Exterior,Exterior,10704,2026-04,Exterior,377,3416,1896,2062.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3039,8.061007936177697,1,0,0,0.9194956348596045
job_000180,Chimney,Chimney,88325,2026-01,Chimney,212,2411,1311,1103.0,As soon as possible,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2199,10.372641460506408,0,0,0,1.1885766081699214
job_000181,Cleaning,General Cleaning,77999,2026-02,"Exterior window wash, 2-story, 20 windows",76,1046,561,664.0,I'm flexible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,970,12.763157726800557,1,0,0,0.8448795167998803
job_000186,Exterior,Exterior,45873,2026-01,Exterior,567,2461,1514,1443.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1894,3.340388001163337,1,0,0,1.0492030484759507
job_000188,Remodeling,Remodeling,15492,2026-03,Remodeling,192,2420,1306,1328.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3,2228,11.604166606228299,0,0,0,0.9834337341992215
job_000189,Landscaping,Landscaping,28410,2026-03,Landscaping,179,1664,921,750.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,1485,8.296089339127994,1,0,0,1.2279999983626666
job_000190,Painting,Cabinet,25760,2026-01,Trim painting,288,2267,1277,1424.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,1979,6.871527753918307,0,0,0,0.8967696622915943
job_000191,Moving,Moving,88785,2026-04,Moving,168,2018,1093,1195.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,1850,11.01190469635771,0,0,0,0.9146443506990423
job_000192,Plumbing,Fixture Installation,78632,2026-02,Fix leaking bathroom faucet,118,1231,674,569.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2,1113,9.432203309896583,1,0,0,1.184534268568481
job_000193,Flooring,Flooring,47240,2026-02,Flooring,190,1866,1028,889.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1676,8.821052585152355,0,0,0,1.1563554542673167
job_000194,Moving,Moving,23654,2026-03,Moving,167,1658,912,926.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,1491,8.928143659112912,0,0,0,0.9848812084396531
job_000195,Electrical,Panel Upgrade,70188,2026-03,Install ceiling fan,123,1634,878,731.0,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1511,12.284552745654043,1,0,0,1.201094389601786
job_000196,General Contractor,General Contractor,54681,2026-02,General Contractor,1192,7707,4449,3663.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,6515,5.465604022260399,0,0,1,1.2145782142466344
job_000199,Electrical,Lighting,24020,2026-03,Install new outlets in kitchen,166,2191,1178,1093.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,2025,12.198795107236174,1,0,0,1.077767611090789
job_000201,Moving,Moving,43985,2026-03,Moving,177,2331,1254,1187.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,2154,12.16949145666954,0,0,0,1.056444817981091
job_000202,Pest Control,Rodents,63536,2026-03,General pest control service,361,2336,1348,1432.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,1975,5.470914112268936,0,0,0,0.9413407814655441
job_000203,HVAC,Thermostat,72455,2026-02,Clean ductwork,204,3330,1767,1840.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2,3126,15.323529336649367,1,0,0,0.9603260864346054
job_000205,Cleaning,Window Washing,85337,2026-02,Deep clean kitchen and bathrooms,79,824,451,503.0,I'm flexible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,745,9.43037962746355,1,0,0,0.8966202765474746
job_000207,Remodeling,Remodeling,68170,2026-03,Remodeling,190,1606,898,940.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,1416,7.452631539722992,0,0,0,0.9553191479198733
job_000208,Auto,Auto,47121,2026-02,Auto,163,2440,1301,1540.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2277,13.969325067672852,0,0,0,0.8448051942566199
job_000209,Pest Control,General,34138,2026-02,Termite inspection and treatment,347,1833,1090,1151.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,1486,4.282420736938269,0,0,0,0.9470026056064268
job_000210,Chimney,Chimney,29350,2026-03,Chimney,198,1788,993,796.0,Within 1-2 weeks,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,1590,8.030302989745945,0,0,0,1.2474874356187344
job_000211,Landscaping,Landscaping,16394,2026-03,Landscaping,205,1240,722,603.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,3,1035,5.048780463176681,1,0,0,1.1973465983460256
job_000212,Plumbing,Drain Cleaning,28589,2026-02,Install new water heater,83,1427,755,871.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1344,16.192770889243725,1,0,0,0.8668197464215617
job_000213,HVAC,AC Repair,83766,2026-04,Clean ductwork,179,2904,1541,1443.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4,2725,15.223463602103555,1,0,0,1.0679140671740026
job_000215,Moving,Moving,68981,2026-01,Moving,183,2111,1147,1346.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1928,10.535519068111919,0,0,0,0.8521545313134067
job_000216,Moving,Moving,98251,2026-04,Moving,168,1678,923,784.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,4,1510,8.988095184594671,0,0,0,1.177295916865694
job_000217,Moving,Moving,16075,2026-02,Moving,185,1903,1044,914.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2,1718,9.286486436289263,0,0,0,1.142231946233882
job_000218,Moving,Moving,24263,2026-01,Moving,198,2422,1310,1499.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2224,11.232323175594328,0,0,0,0.8739159433796424
job_000221,Handyman,Handyman,28720,2026-04,Handyman,71,404,237,198.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,333,4.6901407790121015,1,0,0,1.1969696909243954
job_000223,Pool,Pool,42419,2026-01,Pool,171,1762,966,944.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1591,9.30409351284156,0,0,0,1.023305083661753
job_000227,Painting,Cabinet,33784,2026-02,Exterior house painting,298,2291,1294,1498.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,1993,6.687919440644566,0,0,0,0.8638184239894402
job_000230,Auto,Auto,98554,2026-01,Auto,167,1804,985,907.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1637,9.80239515088386,0,0,0,1.0859977937309837
job_000231,Electrical,Wiring,89048,2026-02,Repair faulty electrical panel,145,2222,1183,1327.0,Within 1-2 weeks,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,2077,14.324137832247326,1,0,0,0.8914845509483914
job_000232,Cleaning,General Cleaning,18526,2026-04,Deep clean kitchen and bathrooms,92,927,509,441.0,Within 1-2 weeks,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,835,9.07608685786862,1,0,0,1.1541950087206463
job_000233,Electrical,Lighting,20625,2026-03,Replace light switches,178,1713,945,1046.0,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1535,8.623595457170811,1,0,0,0.9034416817366714
job_000234,General Contractor,General Contractor,36171,2026-03,General Contractor,978,12336,6657,7246.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3,11358,11.613496920640596,0,0,1,0.9187137729894129
job_000235,Landscaping,Landscaping,27101,2026-02,Landscaping,179,1468,823,986.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,1289,7.201117278206048,1,0,0,0.8346855975307448
job_000237,Cleaning,Window Washing,72986,2026-03,Carpet cleaning entire house,114,800,457,374.0,Within 1-2 weeks,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,686,6.017543806863651,1,0,0,1.2219251304226602
job_000238,Flooring,Flooring,19767,2026-03,Flooring,208,1968,1088,1106.0,Within 1 month,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1760,8.46153842085799,0,0,0,0.9837251347344257
job_000239,Handyman,Handyman,26642,2026-03,Handyman,89,570,329,375.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3,481,5.4044943212978165,1,0,0,0.8773333309937777
job_000240,Pest Control,Bed Bugs,64466,2026-01,Rodent control and sealing,299,2118,1208,1061.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1819,6.0836120197872505,0,0,0,1.1385485380409532
job_000242,Auto,Auto,76868,2026-01,Auto,200,2083,1141,1218.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1883,9.414999952925001,0,0,0,0.9367816084262875
job_000243,Auto,Auto,11511,2026-04,Auto,189,1946,1067,990.0,Within 1 month,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1757,9.296296247109543,0,0,0,1.0777777766891135
job_000244,Chimney,Chimney,77827,2026-03,Chimney,233,2231,1232,1354.0,Within 1-2 weeks,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,1998,8.575107259334304,0,0,0,0.9098966019867823
job_000245,Electrical,Panel Upgrade,37148,2026-03,Install new outlets in kitchen,128,2207,1167,1211.0,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2079,16.24218737310791,1,0,0,0.9636663906162952
job_000247,Landscaping,Landscaping,93367,2026-01,Landscaping,167,1423,795,758.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1256,7.520958038796659,1,0,0,1.0488126635239938
job_000248,Painting,Interior,21138,2026-02,Paint interior bedroom walls,288,2330,1309,1300.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2042,7.090277753158758,0,0,0,1.0069230761485206
job_000250,Roofing,Roofing,61713,2026-04,Roofing,181,2428,1304,1499.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4,2247,12.414364572296329,0,0,0,0.8699132749366822
job_000251,Exterior,Exterior,84036,2026-04,Exterior,381,2827,1604,1733.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2446,6.419947489711424,1,0,0,0.9255626076598023
job_000252,General Contractor,General Contractor,81731,2026-03,General Contractor,1206,10254,5730,5287.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,3,9048,7.502487555968086,0,0,1,1.0837904291500302
job_000255,HVAC,Furnace Maintenance,75835,2026-02,Install new thermostat,182,2355,1268,1040.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2173,11.939560373958459,1,0,0,1.2192307680584318
job_000256,Painting,Cabinet,12900,2026-04,Paint interior bedroom walls,234,2006,1120,1343.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,4,1772,7.572649540287823,0,0,0,0.8339538340774729
job_000257,Landscaping,Landscaping,15831,2026-01,Landscaping,164,1833,998,850.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,1669,10.176829206238846,1,0,0,1.1741176456775086
job_000258,Pest Control,Termites,85054,2026-04,"Bed bug heat treatment, 2BR apartment",353,2071,1212,993.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4,1718,4.866855510292194,0,0,0,1.2205438054173778
job_000259,Cleaning,General Cleaning,62960,2026-04,Deep clean kitchen and bathrooms,111,1024,567,495.0,As soon as possible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,913,8.225225151124098,1,0,0,1.1454545431404959
job_000261,Landscaping,Landscaping,69255,2026-02,Landscaping,192,1450,821,868.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,1258,6.5520832992079,1,0,0,0.9458525334725201
job_000262,Exterior,Exterior,16084,2026-03,Exterior,553,2646,1599,1551.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2093,3.7848101197381374,1,0,0,1.0309477749639278
job_000263,Flooring,Flooring,23793,2026-02,Flooring,221,2423,1322,1224.0,I'm flexible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,2202,9.963800859892304,0,0,0,1.0800653585947178
job_000264,Handyman,Handyman,55817,2026-01,Handyman,65,612,338,284.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,547,8.415384485917162,1,0,0,1.1901408408797858
job_000266,Auto,Auto,57916,2026-04,Auto,203,1666,934,1099.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1463,7.2068965162221845,0,0,0,0.8498635115105881
job_000267,Pest Control,General,47524,2026-04,Termite inspection and treatment,367,1866,1116,1074.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,1499,4.084468653720794,0,0,0,1.0391061442838863
job_000269,Auto,Auto,72398,2026-01,Auto,190,1516,853,722.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1326,6.978947331689751,0,0,0,1.1814404415769524
job_000276,Roofing,Roofing,19110,2026-01,Roofing,232,1897,1064,1193.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1,1665,7.176724106996879,0,0,0,0.8918692364695144
job_000277,Roofing,Roofing,19272,2026-01,Roofing,178,1524,851,1004.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1346,7.561797710326979,0,0,0,0.8476095609087554
job_000279,Auto,Auto,17502,2026-01,Auto,161,2365,1263,1050.0,Within 1 month,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2204,13.689440908761236,0,0,0,1.2028571417115645
job_000280,Exterior,Exterior,18931,2026-01,Exterior,574,3515,2044,2406.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2941,5.123693370864646,1,0,0,0.8495428092894669
job_000282,Handyman,Handyman,87673,2026-02,Handyman,60,455,257,207.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,395,6.583333223611113,1,0,0,1.2415458877220005
job_000284,Flooring,Flooring,49799,2026-04,Flooring,220,2346,1283,1114.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2126,9.663636319710744,0,0,0,1.1517055644957759
job_000285,Pest Control,Bed Bugs,57705,2026-01,Termite inspection and treatment,348,2175,1261,1284.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,1827,5.249999984913793,0,0,0,0.9820872266494647
job_000286,Pool,Pool,22522,2026-02,Pool,177,2305,1241,1423.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,2128,12.02259880213221,0,0,0,0.8721011940463097
job_000287,Pool,Pool,40646,2026-04,Pool,165,2073,1119,1110.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4,1908,11.563636293553719,0,0,0,1.0081081071999025
job_000288,General Contractor,General Contractor,25358,2026-03,General Contractor,1013,8357,4685,4067.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3,7344,7.249753201135485,0,0,1,1.1519547575234927
job_000289,Pest Control,General,11511,2026-03,General pest control service,332,2188,1260,1075.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,1856,5.590361428944695,0,0,0,1.1720930221654948
job_000290,Painting,Interior,75311,2026-02,Cabinet refinishing,371,2192,1281,1353.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,1821,4.9083557819181785,0,0,0,0.9467849216949112
job_000294,Appliance Repair,Appliance Repair,79479,2026-02,Appliance Repair,196,1863,1029,1037.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1667,8.50510199742295,0,0,0,0.9922854378087892
job_000295,Auto,Auto,83580,2026-01,Auto,216,1926,1071,1234.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1710,7.916666630015432,0,0,0,0.8679092375462647
job_000298,Landscaping,Landscaping,64466,2026-04,Landscaping,185,1500,842,784.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,1315,7.108108069685902,1,0,0,1.0739795904668628
job_000299,Electrical,Panel Upgrade,48049,2026-01,Install ceiling fan,132,2486,1309,1203.0,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2354,17.833333198232324,1,0,0,1.0881130498020672
job_000300,Handyman,Handyman,62650,2026-02,Handyman,60,446,253,255.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,386,6.433333226111113,1,0,0,0.9921568588542868
job_000301,Pool,Pool,87727,2026-03,Pool,239,1944,1091,938.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3,1705,7.133891183540205,0,0,0,1.1631130051565959
job_000303,Cleaning,Carpet Cleaning,52487,2026-03,Carpet cleaning entire house,84,772,428,473.0,I'm flexible,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,688,8.190476092970522,1,0,0,0.9048625773681552
job_000306,HVAC,AC Repair,27755,2026-04,AC unit repair and maintenance,222,2764,1493,1200.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4,2542,11.450450398871846,1,0,0,1.244166665629861
job_000308,Chimney,Chimney,62749,2026-01,Chimney,198,1786,992,943.0,Within 1 month,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1588,8.02020197969595,0,0,0,1.0519618228505176
job_000311,Plumbing,Fixture Installation,94392,2026-02,Replace kitchen sink shutoff valve (you supply valve),94,1638,866,723.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2,1544,16.425531740153918,1,0,0,1.197786996960184
job_000312,Handyman,Handyman,23397,2026-02,Handyman,84,555,319,338.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,471,5.6071427903911575,1,0,0,0.9437869794562516
job_000313,Roofing,Roofing,16726,2026-01,Roofing,165,1604,884,881.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,1439,8.72121206835629,0,0,0,1.0034052202004482
