job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline,complexity,scope_size,urgency,cat_Auto,cat_Chimney,cat_Cleaning,cat_Electrical,cat_Exterior,cat_Flooring,cat_General Contractor,cat_HVAC,cat_Handyman,cat_Landscaping,cat_Moving,cat_Painting,cat_Pest Control,cat_Plumbing,cat_Pool,cat_Remodeling,cat_Roofing,deadline_I'm flexible,deadline_Within 1 month,deadline_Within 1-2 weeks,booking_month_numeric,interval_width,interval_width_ratio,cat_is_prod,price_is_high,interval_is_wide
job_000323,Painting,Exterior,93404,2026-03,Paint interior bedroom walls,240,2757,1498,1678.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2517,10.487499956302084,0,0,0
job_000324,Moving,Moving,85548,2026-01,Moving,229,2222,1225,1370.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1993,8.703056730554337,0,0,0
job_000325,Flooring,Flooring,45412,2026-02,Flooring,207,2422,1314,1267.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2215,10.700483040094285,0,0,0
job_000326,Plumbing,Drain Cleaning,72655,2026-04,Fix leaking bathroom faucet,121,1473,797,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,4,1352,11.173553626664846,1,0,0
job_000327,Pest Control,General,62856,2026-02,General pest control service,272,2482,1377,1636.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2,2210,8.124999970128677,0,0,0
job_000328,Roofing,Roofing,68944,2026-04,Roofing,185,1781,983,1147.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4,1596,8.627026980394449,0,0,0
job_000329,Exterior,Exterior,36654,2026-04,Exterior,615,2402,1508,1545.0,Within 1 month,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1787,2.905691052185868,1,0,0
job_000330,General Contractor,General Contractor,31748,2026-02,General Contractor,787,9119,4953,4358.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2,8332,10.587039376636545,0,0,1
job_000331,Painting,Exterior,91474,2026-01,Cabinet refinishing,355,2298,1326,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,1943,5.473239421202143,0,0,0
job_000332,Exterior,Exterior,26217,2026-03,Exterior,609,3688,2148,2574.0,As soon as possible,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3079,5.055829219941167,1,0,0
job_000333,HVAC,Furnace Maintenance,20215,2026-01,AC unit repair and maintenance,150,2802,1476,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,2652,17.679999882133334,1,0,0
job_000334,Appliance Repair,Appliance Repair,27810,2026-03,Appliance Repair,242,2281,1261,1429.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,2039,8.425619799894132,0,0,0
job_000335,Auto,Auto,87992,2026-03,Auto,152,1845,998,,Within 1 month,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1693,11.138157821459489,0,0,0
job_000336,Electrical,Outlet Installation,33784,2026-04,Repair faulty electrical panel,187,1866,1026,1119.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1679,8.978609577654494,1,0,0
job_000337,Plumbing,Fixture Installation,91517,2026-02,Fix leaking bathroom faucet,107,1560,833,766.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,1453,13.579439125425802,1,0,0
job_000338,Electrical,Lighting,44410,2026-02,Install new outlets in kitchen,127,2195,1161,1384.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2068,16.28346443871288,1,0,0
job_000339,Painting,Interior,48533,2026-03,Paint interior bedroom walls,326,2586,1456,1441.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,2260,6.932515316157929,0,0,0
job_000340,Pool,Pool,29862,2026-02,Pool,194,2251,1222,1131.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2,2057,10.603092728850038,0,0,0
job_000341,Moving,Moving,88869,2026-01,Moving,203,1631,917,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1428,7.034482723968066,0,0,0
job_000342,Chimney,Chimney,22222,2026-04,Chimney,150,2033,1091,,Within 1 month,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1883,12.553333249644446,0,0,0
job_000343,Electrical,Panel Upgrade,91140,2026-03,Install ceiling fan,184,1976,1080,1214.0,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1792,9.739130381852553,1,0,0
job_000344,Remodeling,Remodeling,28958,2026-02,Remodeling,240,2164,1202,987.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,1924,8.016666633263888,0,0,0
job_000345,Appliance Repair,Appliance Repair,22721,2026-04,Appliance Repair,153,1754,953,870.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,1601,10.4640522191892,0,0,0
job_000346,Painting,Interior,48049,2026-03,Exterior house painting,311,2738,1524,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2427,7.803858495807529,0,0,0
job_000347,Moving,Moving,78636,2026-02,Moving,203,1923,1063,1148.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1720,8.472906362202432,0,0,0
job_000348,Appliance Repair,Appliance Repair,26909,2026-01,Appliance Repair,226,1652,939,1059.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1426,6.309734485355158,0,0,0
job_000349,Flooring,Flooring,99039,2026-04,Flooring,195,2162,1178,,I'm flexible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1967,10.087179435450363,0,0,0
job_000350,Handyman,Handyman,81352,2026-04,Handyman,81,448,264,264.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4,367,4.53086414159427,1,0,0
job_000351,Auto,Auto,63360,2026-01,Auto,232,2445,1338,1342.0,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2213,9.538793062332788,0,0,0
job_000352,Cleaning,Carpet Cleaning,32308,2026-03,Carpet cleaning entire house,109,962,535,507.0,Within 1-2 weeks,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,853,7.825688001599193,1,0,0
job_000353,Electrical,Outlet Installation,83045,2026-03,Install new outlets in kitchen,136,2310,1223,,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2174,15.985294000108132,1,0,0
job_000354,Landscaping,Landscaping,72398,2026-04,Landscaping,170,1264,717,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,4,1094,6.435294079792388,1,0,0
job_000355,Handyman,Handyman,42139,2026-01,Handyman,74,518,296,352.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,444,5.99999991891892,1,0,0
job_000356,Painting,Interior,45412,2026-01,Exterior house painting,245,2086,1165,1033.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,1841,7.51428568361516,0,0,0
job_000357,General Contractor,General Contractor,44410,2026-04,General Contractor,909,9526,5217,6187.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,4,8617,9.479647954367824,0,0,1
job_000358,Roofing,Roofing,84072,2026-01,Roofing,160,1872,1016,1210.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,1712,10.699999933125001,0,0,0
job_000359,Remodeling,Remodeling,87077,2026-03,Remodeling,163,2251,1207,1386.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,2088,12.809815872332418,0,0,0
job_000360,General Contractor,General Contractor,10704,2026-02,General Contractor,1048,8945,4996,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,7897,7.535305336321272,0,0,1
job_000361,General Contractor,General Contractor,76813,2026-01,General Contractor,1071,8684,4877,4294.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1,7613,7.108309984025854,0,0,1
job_000362,Pool,Pool,28083,2026-04,Pool,237,1833,1035,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1596,6.734177186775624,0,0,0
job_000363,Exterior,Exterior,34565,2026-01,Exterior,441,2946,1693,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2505,5.680272095963102,1,0,0
job_000364,Pool,Pool,77985,2026-01,Pool,188,2053,1120,1237.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,1865,9.920212713190358,0,0,0
job_000365,Auto,Auto,61104,2026-02,Auto,163,2140,1151,1237.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1977,12.128834281418195,0,0,0
job_000366,Pest Control,Rodents,97783,2026-04,General pest control service,347,2057,1202,1392.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,1710,4.927953876288317,0,0,0
job_000367,General Contractor,General Contractor,71776,2026-02,General Contractor,826,10809,5817,5827.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2,9983,12.085956401832982,0,0,1
job_000368,Remodeling,Remodeling,46773,2026-04,Remodeling,155,2229,1192,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,4,2074,13.38064507496358,0,0,0
job_000369,Electrical,Panel Upgrade,14979,2026-01,Repair faulty electrical panel,135,2238,1186,,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2103,15.577777662386833,1,0,0
job_000370,Auto,Auto,22903,2026-01,Auto,212,1564,888,,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1352,6.377358460484158,0,0,0
job_000371,Landscaping,Landscaping,41940,2026-02,Landscaping,244,1657,950,818.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,2,1413,5.790983582823838,1,0,0
job_000372,Landscaping,Landscaping,44604,2026-04,Landscaping,170,1171,670,591.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,1001,5.888235259480969,1,0,0
job_000373,Moving,Moving,69081,2026-03,Moving,241,1679,960,1116.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,3,1438,5.966804954494585,0,0,0
job_000374,HVAC,Ductwork,61378,2026-01,Furnace service before winter,242,3746,1994,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,3504,14.479338783143229,1,0,0
job_000375,Appliance Repair,Appliance Repair,95770,2026-04,Appliance Repair,174,2162,1168,954.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1988,11.425287290659268,0,0,0
job_000376,Auto,Auto,85705,2026-04,Auto,236,1669,952,817.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1433,6.072033872576128,0,0,0
job_000377,Moving,Moving,58032,2026-04,Moving,206,2253,1229,1141.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,4,2047,9.93689315564615,0,0,0
job_000378,Chimney,Chimney,54406,2026-02,Chimney,243,2355,1299,1453.0,Within 1-2 weeks,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,2112,8.691357988924453,0,0,0
job_000379,Roofing,Roofing,49228,2026-02,Roofing,198,1775,986,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,1577,7.964646424420978,0,0,0
job_000380,Landscaping,Landscaping,99903,2026-01,Landscaping,155,1323,739,712.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,1168,7.5354838223517175,1,0,0
job_000381,Painting,Cabinet,22175,2026-04,Trim painting,249,2762,1505,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,2513,10.092369437380043,0,0,0
job_000382,Chimney,Chimney,35001,2026-02,Chimney,204,1938,1071,1147.0,I'm flexible,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1734,8.499999958333333,0,0,0
job_000383,Pool,Pool,35547,2026-02,Pool,163,1798,980,993.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,2,1635,10.030674785087886,0,0,0
job_000384,Painting,Cabinet,55941,2026-01,Trim painting,234,2474,1354,1437.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,2240,9.572649531740813,0,0,0
job_000385,Moving,Moving,38573,2026-01,Moving,230,2032,1131,1193.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1802,7.83478257463138,0,0,0
job_000386,Pool,Pool,88825,2026-01,Pool,185,2461,1323,1231.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,2276,12.302702636201607,0,0,0
job_000387,Pest Control,General,62348,2026-03,Rodent control and sealing,371,1522,946,802.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3,1151,3.102425867648448,0,0,0
job_000388,Electrical,Lighting,88663,2026-02,Install new outlets in kitchen,160,2037,1098,,I'm flexible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,1877,11.731249926679688,1,0,0
job_000389,Pool,Pool,65697,2026-04,Pool,226,2044,1135,972.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,1818,8.044247752016602,0,0,0
job_000390,Pest Control,Bed Bugs,26792,2026-02,Rodent control and sealing,308,1717,1012,836.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,1409,4.574675309822482,0,0,0
job_000391,Pool,Pool,62650,2026-03,Pool,216,2013,1114,1028.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,1797,8.319444405928499,0,0,0
job_000392,Auto,Auto,98834,2026-04,Auto,171,1984,1077,,Within 1-2 weeks,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,1813,10.602339119284567,0,0,0
job_000393,Plumbing,Water Heater Replacement,10773,2026-03,Install new water heater,78,1427,752,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,1349,17.29487157314267,1,0,0
job_000394,Flooring,Flooring,60595,2026-02,Flooring,206,2387,1296,1222.0,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2181,10.587378589381657,0,0,0
job_000395,HVAC,AC Repair,43065,2026-01,Install new thermostat,203,3564,1883,2126.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,3361,16.556650164745566,1,0,0
job_000396,Handyman,Handyman,24851,2026-02,Handyman,85,442,263,287.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,357,4.199999950588236,1,0,0
job_000397,General Contractor,General Contractor,92991,2026-03,General Contractor,908,10280,5594,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3,9372,10.321585891716316,0,0,1
job_000398,Handyman,Handyman,42962,2026-04,Handyman,66,588,327,292.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4,522,7.909090789256201,1,0,0
job_000399,Landscaping,Landscaping,55941,2026-01,Landscaping,200,1575,887,906.0,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,1375,6.874999965625,1,0,0
job_000400,Remodeling,Remodeling,80425,2026-02,Remodeling,223,2070,1146,1164.0,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,2,1847,8.282511173621026,0,0,0
job_000401,Moving,Moving,98968,2026-04,Moving,212,1848,1030,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4,1636,7.716981095674617,0,0,0
job_000402,Painting,Interior,83366,2026-04,Trim painting,325,2865,1595,1828.0,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4,2540,7.815384591337279,0,0,0
job_000403,Auto,Auto,75835,2026-04,Auto,238,1969,1103,1169.0,I'm flexible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1731,7.273109213138197,0,0,0
job_000404,Appliance Repair,Appliance Repair,92110,2026-02,Appliance Repair,170,2487,1328,1200.0,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,2317,13.629411684532872,0,0,0
job_000405,Remodeling,Remodeling,50485,2026-01,Remodeling,217,2417,1317,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,2200,10.138248801206228,0,0,0
job_000406,Chimney,Chimney,56273,2026-03,Chimney,242,1888,1065,,As soon as possible,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1646,6.80165286445598,0,0,0
job_000407,Landscaping,Landscaping,22087,2026-01,Landscaping,170,1515,842,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1345,7.911764659342561,1,0,0
job_000408,Cleaning,Window Washing,76813,2026-01,Carpet cleaning entire house,96,1223,659,,Within 1-2 weeks,medium,medium,routine,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1127,11.739583211046009,1,0,0
job_000409,Electrical,Lighting,91508,2026-04,Install new outlets in kitchen,150,1710,930,787.0,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,1560,10.399999930666667,1,0,0
job_000410,Remodeling,Remodeling,58032,2026-01,Remodeling,215,2483,1349,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1,2268,10.548837160237968,0,0,0
job_000411,Electrical,Wiring,81489,2026-01,Replace light switches,125,1581,853,,As soon as possible,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1456,11.647999906816,1,0,0
job_000412,Plumbing,Fixture Installation,12238,2026-02,Clear clogged drain,82,1369,725,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2,1287,15.695121759815589,1,0,0
job_000413,Flooring,Flooring,28958,2026-02,Flooring,160,1878,1019,,As soon as possible,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1718,10.737499932890625,0,0,0
job_000414,Auto,Auto,45012,2026-03,Auto,236,1645,940,,Within 1 month,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3,1409,5.970338957752801,0,0,0
job_000415,Pool,Pool,93819,2026-01,Pool,169,1984,1076,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,1,1815,10.739644906866006,0,0,0
job_000416,Chimney,Chimney,88554,2026-03,Chimney,178,2328,1253,,Within 1-2 weeks,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,2150,12.078651617535666,0,0,0
job_000417,Pool,Pool,76371,2026-04,Pool,173,2101,1137,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,4,1928,11.144508606101107,0,0,0
job_000418,Roofing,Roofing,35547,2026-03,Roofing,219,1589,904,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,1370,6.255707733992202,0,0,0
job_000419,Appliance Repair,Appliance Repair,10298,2026-02,Appliance Repair,242,1802,1022,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1560,6.446280965098013,0,0,0
job_000420,Flooring,Flooring,66560,2026-03,Flooring,162,1630,896,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,1468,9.061728339125134,0,0,0
job_000421,Flooring,Flooring,20215,2026-02,Flooring,187,1908,1047,,Within 1 month,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1721,9.203208506934715,0,0,0
job_000422,General Contractor,General Contractor,79245,2026-01,General Contractor,1223,9795,5509,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,8572,7.008994270638597,0,0,1
job_000423,Pool,Pool,82128,2026-04,Pool,172,2147,1159,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,1975,11.482558072775825,0,0,0
job_000424,Landscaping,Landscaping,51561,2026-01,Landscaping,166,1166,666,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,1000,6.0240963492524315,1,0,0
job_000425,Handyman,Handyman,71704,2026-02,Handyman,83,495,289,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2,412,4.963855361881261,1,0,0
job_000426,Auto,Auto,17321,2026-01,Auto,170,1555,862,,As soon as possible,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1385,8.147058775605537,0,0,0
job_000427,Painting,Interior,64807,2026-04,Paint interior bedroom walls,316,2120,1218,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4,1804,5.708860741427656,0,0,0
job_000428,Electrical,Panel Upgrade,74174,2026-02,Replace light switches,153,2347,1250,,Within 1 month,medium,medium,routine,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,2194,14.339869187321117,1,0,0
job_000429,Auto,Auto,82440,2026-03,Auto,164,1601,882,,Within 1-2 weeks,medium,medium,routine,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,1437,8.762195068523202,0,0,0
job_000430,Appliance Repair,Appliance Repair,95663,2026-04,Appliance Repair,177,2152,1164,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4,1975,11.158192027354847,0,0,0
job_000431,Handyman,Handyman,95663,2026-02,Handyman,66,538,302,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2,472,7.151515043158863,1,0,0
job_000432,HVAC,Thermostat,24467,2026-03,Install new thermostat,224,2487,1355,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3,2263,10.102678526327328,1,0,0
job_000433,Remodeling,Remodeling,11037,2026-04,Remodeling,233,1949,1091,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,4,1716,7.364806835344177,0,0,0
job_000434,Chimney,Chimney,59204,2026-02,Chimney,213,2086,1149,,Within 1 month,medium,medium,routine,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2,1873,8.793427188763253,0,0,0
job_000435,Remodeling,Remodeling,16692,2026-03,Remodeling,248,2046,1147,,Within 1 month,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3,1798,7.24999997076613,0,0,0
job_000436,General Contractor,General Contractor,91573,2026-01,General Contractor,1133,10242,5687,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1,9109,8.039717556893452,0,0,1
job_000437,General Contractor,General Contractor,35002,2026-04,General Contractor,1206,10025,5615,,I'm flexible,medium,medium,routine,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,4,8819,7.312603642361024,0,0,1
job_000438,Appliance Repair,Appliance Repair,26222,2026-01,Appliance Repair,245,1848,1046,,As soon as possible,medium,medium,routine,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1603,6.542857116151604,0,0,0
job_000439,Flooring,Flooring,60484,2026-01,Flooring,179,2333,1256,,Within 1-2 weeks,medium,medium,routine,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2154,12.03351948584626,0,0,0
